Quality Supplement Mfg,,,,,,,
On Hand,,,,,,,
 ,,,,,,,
Part Number,Description,Qty,,Location,Tracking,,
R961,Longjack (Eurycoma Longifolia) Root Extract (4:1)�,46.00,kg,Stock Bin # D10,"ExpDate: 2022-08-01

Lot#: SB19-H091251
",,
R1149,GlycerSize�,6.857,kg,Stock Bin # D11,"ExpDate: 2022-01-01

Lot#: GP012001
",,
R116,Ginkgo Biloba Leaf Extract (24% Flavones),4.777,kg,Stock Bin # D11,"ExpDate: 2022-12-17

Lot#: GIN24D-191218
",,
R1208,Lemon Balm Extract (5% Rosmarinic Acid HPLC),3.298,kg,Stock Bin # D11,"ExpDate: 2022-01-26

Lot#: CXFC-A-902108
",,
R1208,Lemon Balm Extract (5% Rosmarinic Acid HPLC),5.50,kg,Stock Bin # D11,"ExpDate: 2022-03-01

Lot#: 20200302
",,
R1325,Sensoril® Ashwagandha Root & Leaf Extract,12.975,kg,Stock Bin # D11,"ExpDate: 2023-10-31

Lot#: WS202010237-SNPL
",,
R220,Sucralose,23.00,kg,Stock Bin # D11,"ExpDate: 2023-06-14

Lot#: 202106029
",,
R341,Brewers Yeast,7.67,kg,Stock Bin # D11,"ExpDate: 2024-08-31

Lot#: 20190416009
",,
R341,Brewers Yeast,47.00,kg,Stock Bin # D11,"ExpDate: 2023-04-15

Lot#: 20210416239
",,
R554,D-Aspartic Acid,22.00,kg,Stock Bin # D11,"ExpDate: 2022-01-17

Lot#: 2001174
",,
R694,Betaine Anhydrous (Trimethylglycine),0.942,kg,Stock Bin # D11,"ExpDate: 2023-03-24

Lot#: 20210325
",,
R959,Maca Extract 0.6% Macamides and Macaenes HPLC (6:1) - Jiaherb,49.87,kg,Stock Bin # D11,"ExpDate: 2023-06-11

Lot#: CMAK-C-A002561
",,
R959,Maca Extract 0.6% Macamides and Macaenes HPLC (6:1) - Jiaherb,0.87,kg,Stock Bin # D11,"ExpDate: 2022-10-02

Lot#: CMAK-A-902102
",,
CS#5274,Beef Thymus,11.866,kg,Stock Bin # D12,"ExpDate: 2022-11-09

Lot#: 20PH31-174962-E
",,
R025,Grape Seed Extract 95% Proanthocyanidins,14.10,kg,Stock Bin # D12,"ExpDate: 2022-12-09

Lot#: 201210-1
",,
R1060,OptiMSM® (Methylsulfonylmethane) Item:10520,5.93,kg,Stock Bin # D12,"ExpDate: 2026-08-05

Lot#: 2110109
",,
R1090,D-Mannose,23.39,kg,Stock Bin # D12,"ExpDate: 2022-09-04

Lot#: DM190923
",,
R1238,Astragalus Root Extract (Astragalus membranaceus) (50% Polysaccharides),23.80,kg,Stock Bin # D12,"ExpDate: 2023-05-15

Lot#: 200316
",,
R1316,Hydrolyzed Beef Bone Broth Collagen (Nutra Food Ingredients),18.50,kg,Stock Bin # D12,"ExpDate: 2022-05-03

Lot#: HT20190509
",,
R1341,Broccoli Extract (5% Sulforaphane Glucosinolate) (Seeds),19.692,kg,Stock Bin # D12,"ExpDate: 2025-08-31

Lot#: BOE05-200901
",,
R144,Licorice Root Extract 4:1,25.53,kg,Stock Bin # D12,"ExpDate: 2023-04-22

Lot#: 20200423
",,
R144,Licorice Root Extract 4:1,24.88,kg,Stock Bin # D12,"ExpDate: 2024-04-17

Lot#: LR210418
",,
R144,Licorice Root Extract 4:1,2.90,kg,Stock Bin # D12,"ExpDate: 2023-08-17

Lot#: GCT-20205508
",,
R243,Iron (Ferrous) Aminomin 20% Fine Powder,6.20,kg,Stock Bin # D12,"ExpDate: 2022-07-30

Lot#: 559615
",,
R354,Garcinia Cambogia Extract 4:1,7.875,kg,Stock Bin # D12,"ExpDate: 2022-01-01

Lot#: I-18058
",,
R399,Fenugreek Seed Powder,17.70,kg,Stock Bin # D12,"ExpDate: 2022-01-08

Lot#: ORG-MET-2001073
",,
R404,Zinc Sulfate 30%,13.00,kg,Stock Bin # D12,"ExpDate: 2023-10-23

Lot#: 010261
",,
R420,Hops Flower Extract 10:1,20.17,kg,Stock Bin # D12,"ExpDate: 2023-05-27

Lot#: 180414
",,
R763,Moringa Oleifera Powder,19.328,kg,Stock Bin # D12,"ExpDate: 2024-03-31

Lot#: NIGMOLP-2103V563034
",,
R768,Rhodiola Rosea Root Powder,5.60,kg,Stock Bin # D12,"ExpDate: 2023-05-19

Lot#: RRP-20210519
",,
R814,L-Leucine (fermented),2.00,kg,Stock Bin # D12,"ExpDate: 2022-02-11

Lot#: L2002015
",,
R814,L-Leucine (fermented),1.959,kg,Stock Bin # D12,"ExpDate: 2023-02-13

Lot#: L2102017
",,
R833,Pumpkin Seed Extract 4:1,8.00,kg,Stock Bin # D12,"ExpDate: 2023-09-30

Lot#: SB20-H091393
",,
R898,Chaste Tree Berry Extract 3% Flavones UV (10:1),18.20,kg,Stock Bin # D12,"ExpDate: 2023-06-09

Lot#: CSHMJZ-C-A002549
",,
R1013,Asparagus Extract 10:1,3.498,kg,Stock Bin # D13,"ExpDate: 2023-10-21

Lot#: ASP20201022-1
",,
R1015,Iron (Ferrochel�),0.788,kg,Stock Bin # D13,"ExpDate: 2022-01-25

Lot#: 19025201
",,
R1072,VitaCholine�,9.421,kg,Stock Bin # D13,"ExpDate: 2023-04-29

Lot#: 2004500123
",,
R1072,VitaCholine�,5.225,kg,Stock Bin # D13,"ExpDate: 2022-06-19

Lot#: 1906500177
",,
R1150,Nitrosigine® Arginine,14.438,kg,Stock Bin # D13,"ExpDate: 2022-02-12

Lot#: PASD350972
",,
R1222,Cascara Sagrada Bark Extract (10% Emodin),0.12,kg,Stock Bin # D13,"ExpDate: 2023-06-14

Lot#: C006515
",,
R1285,Lyophilized Royal Jelly (6% 10-HDA),0.702,kg,Stock Bin # D13,"ExpDate: 2022-04-02

Lot#: RJ20190403
",,
R1286,Rosemary Extract (20% Rosmarinic Acid) (leaf),2.964,kg,Stock Bin # D13,"ExpDate: 2023-12-25

Lot#: QCMDX-C-A091864
",,
R209,Acai Berry P.E. 4:1,13.847,kg,Stock Bin # D13,"ExpDate: 2023-05-22

Lot#: CBXM-C-A002490
",,
R210,Cascara Sagrada P.E. 4:1,21.59,kg,Stock Bin # D13,"ExpDate: 2022-07-06

Lot#: NAR20190707
",,
R301,SC90 (Cellulose),37.00,kg,Stock Bin # D13,"ExpDate: 2023-04-30

Lot#: 201141
",,
R350,Slippery Elm Bark Extract 4:1,22.81,kg,Stock Bin # D13,"ExpDate: 2022-04-27

Lot#: SLI20190428-1
",,
R509,Maitake Mushroom Powder,8.596,kg,Stock Bin # D13,"ExpDate: 2022-07-18

Lot#: CHSH-A-902604
",,
R609,Schisandra Extract 10:1 (2.0% Schisandrins),18.195,kg,Stock Bin # D13,"ExpDate: 2023-10-17

Lot#: SC20201018-1
",,
R679,Reishi Mushroom Powder,0.135,kg,Stock Bin # D13,"ExpDate: 2022-03-04

Lot#: YZKP01190216
",,
R679,Reishi Mushroom Powder,5.50,kg,Stock Bin # D13,"ExpDate: 2023-05-14

Lot#: 20200515
",,
R679,Reishi Mushroom Powder,0.144,kg,Stock Bin # D13,"ExpDate: 2021-12-30

Lot#: 19-03-044
",,
R807,Chamomile Extract 10:1,3.12,kg,Stock Bin # D13,"ExpDate: 2023-05-30

Lot#: SB20-H060850
",,
R852,Nettle Root Powder,1.124,kg,Stock Bin # D13,"ExpDate: 2023-04-21

Lot#: CQMG-C-A002397
",,
R852,Nettle Root Powder,3.541,kg,Stock Bin # D13,"ExpDate: 2022-07-19

Lot#: LN190720-R
",,
R888,Hydrolyzed Bovine Collagen (Osage),0.158,kg,Stock Bin # D13,"ExpDate: 2022-06-03

Lot#: C2019057
",,
R888,Hydrolyzed Bovine Collagen (Osage),20.00,kg,Stock Bin # D13,"ExpDate: 2022-06-15

Lot#: C2019069
",,
R973,Kale Extract 5:1,3.776,kg,Stock Bin # D13,"ExpDate: 2023-10-28

Lot#: KA20171029
",,
R1283,Medium Chain Triglycerides (from Coconut Oil Powder) (O2P®) [Non-GMO version],12.50,kg,Stock Bin # D14,"ExpDate: 2023-02-22

Lot#: 16402
",,
R1339,DigeSEB™,15.39,kg,Stock Bin # D14,"ExpDate: 2023-05-31

Lot#: 1051033
",,
R180,Gymnema Sylvestre Extract 4:1,2.50,kg,Stock Bin # D14,"ExpDate: 2022-06-01

Lot#: SB19-H070939
",,
R221,Vitamin B2 Riboflavin,4.018,kg,Stock Bin # D14,"ExpDate: 2023-12-11

Lot#: H202012014FM
",,
R230,Green Coffee Bean Extract 50%,56.895,kg,Stock Bin # D14,"ExpDate: 2022-07-31

Lot#: JLKFD-T-908258
",,
R241,Licorice Root Powder,22.00,kg,Stock Bin # D14,"ExpDate: 2023-06-17

Lot#: GCF-200618
",,
R246,L-Carnitine Tartrate,13.00,kg,Stock Bin # D14,"ExpDate: 2022-08-29

Lot#: 20083001
",,
R246,L-Carnitine Tartrate,0.80,kg,Stock Bin # D14,"ExpDate: 2022-05-06

Lot#: LT200506
",,
R367,AlphaSize 50P (Alpha GPC),22.454,kg,Stock Bin # D14,"ExpDate: 2022-12-18

Lot#: CS-GPC-201219
",,
R411,Ginkgo Biloba Extract 24% / 6%,15.50,kg,Stock Bin # D14,"ExpDate: 2023-02-20

Lot#: 202002005
",,
R470,Hesperidin 90%,23.526,kg,Stock Bin # D14,"ExpDate: 2024-01-02

Lot#: SY20210103-1
",,
R655,Goldenrod Herb Powder,6.90,kg,Stock Bin # D14,"ExpDate: 2022-09-30

Lot#: 1523191830703
",,
R656,Corn Silk Extract 4:1,11.88,kg,Stock Bin # D14,"ExpDate: 2023-02-20

Lot#: ZM20200221-2
",,
R698,Glucuronolactone,15.00,kg,Stock Bin # D14,"ExpDate: 2022-11-30

Lot#: 202012002
",,
R1034,Codonopsis Extract 4:1,4.22,kg,Stock Bin # D15,"ExpDate: 2024-02-21

Lot#: DST-210222
",,
R124,Magnesium Oxide (Granular),22.525,kg,Stock Bin # D15,"ExpDate: 2023-08-30

Lot#: NIGMAGXG-2108V036456
",,
R124,Magnesium Oxide (Granular),16.30,kg,Stock Bin # D15,"ExpDate: 2023-12-03

Lot#: 201201
",,
R1360,Organic Bamboo Extract Powder,15.20,kg,Stock Bin # D15,"ExpDate: 2023-07-31

Lot#: KVN/BAM/20/0802
",,
R158,"Cayenne Pepper Powder (Capsicum annuum) 40,000 hu/g",24.00,kg,Stock Bin # D15,"ExpDate: 2023-04-30

Lot#: SBU-S070393
",,
R214,Citric Acid,16.30,kg,Stock Bin # D15,"ExpDate: 2024-03-29

Lot#: AA-21030515-FG
",,
R216,L-Proline,5.82,kg,Stock Bin # D15,"ExpDate: 2022-12-24

Lot#: 2201225065
",,
R369,L-Glutamic Acid Anhydrous,7.50,kg,Stock Bin # D15,"ExpDate: 2022-07-20

Lot#: 010356-H2020072701
",,
R652,Iron (Ferrous) Gluconate 10%,0.928,kg,Stock Bin # D15,"ExpDate: 2023-01-31

Lot#: 1036640
",,
R660,Plantain Extract 4:1,24.845,kg,Stock Bin # D15,"ExpDate: 2024-08-30

Lot#: 2108200560
",,
R660,Plantain Extract 4:1,22.90,kg,Stock Bin # D15,"ExpDate: 2022-01-18

Lot#: WP848367
",,
R767,St. John's Wort Extract 0.3% Hypericins,3.20,kg,Stock Bin # D15,"ExpDate: 2023-09-11

Lot#: CGYLQ-C-A007521
",,
R767,St. John's Wort Extract 0.3% Hypericins,8.00,kg,Stock Bin # D15,"ExpDate: 2022-03-05

Lot#: CGYLQ-A-900814
",,
R039,Garcinia Cambogia Extract 60%,8.037,kg,Stock Bin # D16,"ExpDate: 2022-01-31

Lot#: I-18054
",,
R1092,Uva Ursi (leaf) extract (20% Arbutins),8.191,kg,Stock Bin # D16,"ExpDate: 2022-12-17

Lot#: CXGY-A-925850
",,
R127,Vitamin E (dl-alpha-tocopherol) Acetate (synthetic) 50%,2.00,kg,Stock Bin # D16,"ExpDate: 2023-07-21

Lot#: 202007033
",,
R1310,Rice Bran Oil,18.00,kg,Stock Bin # D16,"ExpDate: 2023-06-30

Lot#: 266
",,
R279,Glucomannan 95% (Konjac),23.457,kg,Stock Bin # D16,"ExpDate: 2023-01-31

Lot#: SBT-S040386
",,
R839,Mucuna Extract 98% L-Dopa HPLC (30:1),9.423,kg,Stock Bin # D16,"ExpDate: 2023-02-24

Lot#: CZXDB-C-A009195
",,
R846,Pink Himalayan Salt,7.68,kg,Stock Bin # D16,"ExpDate: 2023-06-30

Lot#: 97881-00
",,
R846,Pink Himalayan Salt,13.107,kg,Stock Bin # D16,"ExpDate: 2023-08-20

Lot#: NIGFHSLT-1806V161002
",,
R860,KSM-66® Ashwagandha (Std. to 5% Withanolides),7.332,kg,Stock Bin # D16,"ExpDate: 2023-06-30

Lot#: KSM/20/S117
",,
R904,Skullcap Root Powder,24.00,kg,Stock Bin # D16,"ExpDate: 2022-03-05

Lot#: BAP20190306
",,
R907,Green Tea Extract (95% Polyphenols) (45% EGCG) (55-75% Catechins (18:1)),0.974,kg,Stock Bin # D16,"ExpDate: 2023-07-22

Lot#: 202007223
",,
R907,Green Tea Extract (95% Polyphenols) (45% EGCG) (55-75% Catechins (18:1)),15.789,kg,Stock Bin # D16,"ExpDate: 2023-10-31

Lot#: 2020010191
",,
R960,Cocoa Bean Extract 6% Theobromine HPLC�,7.619,kg,Stock Bin # D16,"ExpDate: 2022-01-04

Lot#: 19010501
",,
R960,Cocoa Bean Extract 6% Theobromine HPLC�,49.009,kg,Stock Bin # D16,"ExpDate: 2022-09-19

Lot#: CKK-C-902777
",,
R979,Bovine Gelatin Powder,12.00,kg,Stock Bin # D16,"ExpDate: 2022-09-20

Lot#: NFI13010
",,
R1031,Magnesium Citrate 30%,171.313,kg,Stock Bin # D17,"ExpDate: 2022-11-30

Lot#: 0001005956
",,
R1055,Riboflavin 5 Phosphate,6.00,kg,Stock Bin # D17,"ExpDate: 2022-03-27

Lot#: 2020007A
",,
R1196,Orange Juice Powder (Non-GMO),26.70,kg,Stock Bin # D17,"ExpDate: 2023-09-14

Lot#: CTC-C-A002903
",,
R1297,PreticX™,9.149,kg,Stock Bin # D17,"ExpDate: 2023-04-24

Lot#: 70P20200424
",,
R131,Barley Grass Powder,15.00,kg,Stock Bin # D17,"ExpDate: 2022-08-31

Lot#: SBT-S100871
",,
R131,Barley Grass Powder,8.576,kg,Stock Bin # D17,"ExpDate: 2023-04-16

Lot#: 20200417
",,
R260,L-Aspartic Acid,1.675,kg,Stock Bin # D17,"ExpDate: 2022-01-09

Lot#: 1907027
",,
R363,Calcium Chelate 40% (Aminomin),150.00,kg,Stock Bin # D17,"ExpDate: 2023-05-31

Lot#: 0001039232
",,
R658,Juniper Fruit Powder,10.27,kg,Stock Bin # D17,"ExpDate: 2023-04-30

Lot#: SBT-S090795
",,
R883,goBHB® Sodium Beta-Hydroxybutyrate,24.87,kg,Stock Bin # D17,"ExpDate: 2021-04-07

Lot#: 28A-KY20190705
",,
R1038,DMG (Dimethylglycine),6.197,kg,Stock Bin # D18,"ExpDate: 2023-01-11

Lot#: 20210112
",,
R115,Maltodextrin,13.60,kg,Stock Bin # D18,"ExpDate: 2022-06-19

Lot#: 20062031
",,
R1173,Quercetin Dihydrate 95%,16.885,kg,Stock Bin # D18,"ExpDate: 2023-06-18

Lot#: EP21061903
",,
R127,Vitamin E (dl-alpha-tocopherol) Acetate (synthetic) 50%,4.94,kg,Stock Bin # D18,"ExpDate: 2022-06-22

Lot#: VITEA50T-200612
",,
R1354,Organic Schisandra Powder,20.866,kg,Stock Bin # D18,"ExpDate: 2024-05-28

Lot#: SCP20210529
",,
R1369,Cinnamon Cassia Bark Extract 4:1 (COO: Non-Chinese),24.877,kg,Stock Bin # D18,"ExpDate: 2024-04-06

Lot#: CSE-20210406
",,
R1370,Grapefruit Seed Extract 4:1,11.20,kg,Stock Bin # D18,"ExpDate: 2023-04-03

Lot#: CY20200404
",,
R250,"Vitamin A Palmitate 250,000 IU/g",11.90,kg,Stock Bin # D18,"ExpDate: 2022-08-15

Lot#: 21250401
",,
R296,Brown Flax Seed Powder,44.73,kg,Stock Bin # D18,"ExpDate: 2023-02-28

Lot#: NIGFXSP-2102V373403
",,
R410,Milk Thistle Seed Extract 4:1,21.00,kg,Stock Bin # D18,"ExpDate: 2024-04-01

Lot#: SFJ-210402
",,
R463,L-Selenomethionine Trit on DCP 0.5%,24.835,kg,Stock Bin # D18,"ExpDate: 2024-03-30

Lot#: N21170
",,
R463,L-Selenomethionine Trit on DCP 0.5%,1.789,kg,Stock Bin # D18,"ExpDate: 2025-03-30

Lot#: 200123
",,
R682,Cinnamon Ceylon,24.88,kg,Stock Bin # D18,"ExpDate: 2024-01-14

Lot#: CCPP20210115-2
",,
R708,Grape Skin Extract 4:1,20.104,kg,Stock Bin # D18,"ExpDate: 2023-11-03

Lot#: GS20110405
",,
R1009,Rhodiola Rosea Extract (3% Rosavins + 1% Salidroside),2.80,kg,Stock Bin # D19,"ExpDate: 2023-10-08

Lot#: 20201009
",,
R1046,Saffron Extract 0.3% Safranal,1.00,kg,Stock Bin # D19,"ExpDate: 2022-08-30

Lot#: 20200810
",,
R1147,Magnesium Ascorbate 6.4%,100.00,kg,Stock Bin # D19,"ExpDate: 2022-01-31

Lot#: 559281
",,
R1147,Magnesium Ascorbate 6.4%,18.00,kg,Stock Bin # D19,"ExpDate: 2023-06-30

Lot#: 783415
",,
R1147,Magnesium Ascorbate 6.4%,74.87,kg,Stock Bin # D19,"ExpDate: 2021-12-30

Lot#: 561097
",,
R1147,Magnesium Ascorbate 6.4%,299.87,kg,Stock Bin # D19,"ExpDate: 2022-04-30

Lot#: 0001023854
",,
R1225,Blueberry Extract 5:1,26.70,kg,Stock Bin # D19,"ExpDate: 2023-01-12

Lot#: BB20011310
",,
R333,Amla Powder,16.00,kg,Stock Bin # D19,"ExpDate: 2022-03-30

Lot#: TRI-107/1903/F-10
",,
R765,Jujube Extract 4:1,13.90,kg,Stock Bin # D19,"ExpDate: 2023-09-09

Lot#: CSZR-C-A002889
",,
R984,Stevia Extract 98% (Rebaudioside),11.614,kg,Stock Bin # D19,"ExpDate: 2022-10-22

Lot#: 20190401
",,
R076,Iron (Ferrous) Fumarate,4.00,kg,Stock Bin # D2,"ExpDate: 2024-04-26

Lot#: 2021/136
",,
R076,Iron (Ferrous) Fumarate,15.50,kg,Stock Bin # D2,"ExpDate: 2023-06-30

Lot#: NIGFF-2006V589620
",,
R1033,Red Yeast Rice (Monascus purureus),20.00,kg,Stock Bin # D2,"ExpDate: 2022-08-09

Lot#: HQM-190810
",,
R1033,Red Yeast Rice (Monascus purureus),1.70,kg,Stock Bin # D2,"ExpDate: 2023-02-03

Lot#: CHQM-C-A002062
",,
R1033,Red Yeast Rice (Monascus purureus),0.60,kg,Stock Bin # D2,"ExpDate: 2022-10-28

Lot#: CHQM-B-902883
",,
R1040,Black Currant Fruit Powder,17.50,kg,Stock Bin # D2,"ExpDate: 2023-05-12

Lot#: LZ200512-1
",,
R1124,Fucoidan 85%,4.75,kg,Stock Bin # D2,"ExpDate: 2024-06-15

Lot#: 21061605
",,
R1127,CherryPURE® (Tart Cherry Fruit Extract),4.00,kg,Stock Bin # D2,"ExpDate: 2024-03-23

Lot#: 215FL082-D6
",,
R1203,Betaine HCl (1% Silica),6.00,kg,Stock Bin # D2,"ExpDate: 2022-02-15

Lot#: 20190201
",,
R1205,Pepsin 1:3000 (Porcine),1.00,kg,Stock Bin # D2,"ExpDate: 2022-05-30

Lot#: 20620
",,
R1319,Kola Nut Extract (20% Caffeine),13.40,kg,Stock Bin # D2,"ExpDate: 2023-08-30

Lot#: 802799
",,
R1373,Maca root (20:1 Extract),11.47,kg,Stock Bin # D2,"ExpDate: 2023-02-17

Lot#: MREP-20210217
",,
R155,Vitamin B12 1% Cyanocobalamin,0.291,kg,Stock Bin # D2,"ExpDate: 2022-04-28

Lot#: T2004006
",,
R200,Dandelion Leaf Powder,16.185,kg,Stock Bin # D2,"ExpDate: 2022-07-04

Lot#: CPGY-A-902571
",,
R364,Potassium Krebs 33%,12.00,kg,Stock Bin # D2,"ExpDate: 2023-06-15

Lot#: 546907
",,
R364,Potassium Krebs 33%,0.80,kg,Stock Bin # D2,"ExpDate: 2022-01-12

Lot#: 20200113
",,
R462,Chromium Nicotinate 10%,0.098,kg,Stock Bin # D2,"ExpDate: 2023-04-23

Lot#: 544214
",,
R536,Green Tea Extract 50% Polyphenols,14.64,kg,Stock Bin # D2,"ExpDate: 2023-05-11

Lot#: GT202005012
",,
R608,Fructose Crystalline,17.733,kg,Stock Bin # D2,"ExpDate: 2022-12-10

Lot#: LA19F91912
",,
R706,Watermelon Flavor (Mack),1.00,kg,Stock Bin # D2,"ExpDate: 2022-06-30

Lot#: 16303-211503-01
",,
R733,DL-Phenylalanine,14.833,kg,Stock Bin # D2,"ExpDate: 2022-11-01

Lot#: 202011001
",,
R744,Lemon Balm Extract 4:1,8.50,kg,Stock Bin # D2,"ExpDate: 2022-12-23

Lot#: 20191224
",,
R935,Selenium Yeast (0.02%Selenium) (From Inactive Yeast (Saccharomyces cerevisiae)),9.45,kg,Stock Bin # D2,"ExpDate: 2022-11-19

Lot#: 20201120026
",,
R027,Vitamin B3 Niacinamide,6.00,kg,Stock Bin # D20,"ExpDate: 2023-06-22

Lot#: NM2006058
",,
R027,Vitamin B3 Niacinamide,257.182,kg,Stock Bin # D20,"ExpDate: 2024-05-09

Lot#: 2105009
",,
R047,Magnesium Citrate 16%,16.057,kg,Stock Bin # D20,"ExpDate: 2023-04-05

Lot#: NMF20019
",,
R047,Magnesium Citrate 16%,49.87,kg,Stock Bin # D20,"ExpDate: 2022-08-06

Lot#: NMF20047
",,
R074,Boron Aminomin 5%,149.381,kg,Stock Bin # D20,"ExpDate: 2022-09-30

Lot#: 0001000394
",,
R1226,Monolaurin,5.416,kg,Stock Bin # D20,"ExpDate: 2022-04-23

Lot#: 2020042401
",,
R008,L-Arginine HCl,17.00,kg,Stock Bin # D21,"ExpDate: 2022-07-06

Lot#: 53203014
",,
R008,L-Arginine HCl,599.845,kg,Stock Bin # D21,"ExpDate: 2023-07-05

Lot#: 53213016
",,
R008,L-Arginine HCl,11.87,kg,Stock Bin # D21,"ExpDate: 2023-01-02

Lot#: 20210103
",,
R008,L-Arginine HCl,40.00,kg,Stock Bin # D21,"ExpDate: 2022-03-15

Lot#: IDBF190316
",,
R008,L-Arginine HCl,99.845,kg,Stock Bin # D21,"ExpDate: 2023-04-06

Lot#: 53212018
",,
R109,Lutein 5%,0.956,kg,Stock Bin # D21,"ExpDate: 2024-02-22

Lot#: YHS-210223
",,
R109,Lutein 5%,13.89,kg,Stock Bin # D21,"ExpDate: 2023-03-09

Lot#: KSLU210310-1
",,
R681,Goldenseal Root Powder,24.88,kg,Stock Bin # D21,"ExpDate: 2023-04-24

Lot#: 200425
",,
R015,Chromax™ Chromium Picolinate,0.068,kg,Stock Bin # D22,"ExpDate: 2022-10-15

Lot#: 1900500008
",,
R042,Ashwagandha Root Extract (2.5% Withanolides),3.80,kg,Stock Bin # D22,"ExpDate: 2023-08-31

Lot#: NIGWS25-2008V4371517
",,
R042,Ashwagandha Root Extract (2.5% Withanolides),0.70,kg,Stock Bin # D22,"ExpDate: 2023-02-20

Lot#: NIGW525-1908V4371413
",,
R097,Carrot Powder,0.564,kg,Stock Bin # D22,"ExpDate: 2022-12-30

Lot#: 20-03-045
",,
R1082,Copper Oxide,3.669,kg,Stock Bin # D22,"ExpDate: 2025-04-30

Lot#: 20180418
",,
R114,Spinach Powder,11.487,kg,Stock Bin # D22,"ExpDate: 2024-07-31

Lot#: SB18-H050727
",,
R114,Spinach Powder,2.67,kg,Stock Bin # D22,"ExpDate: 2023-09-30

Lot#: SBU-S020092
",,
R1145,Pau D'Arco Bark Extract 4:1,1.722,kg,Stock Bin # D22,"ExpDate: 2023-02-01

Lot#: SB20-H030342
",,
R1157,Monk Fruit Extract (25% Mogrosides),0.745,kg,Stock Bin # D22,"ExpDate: 2022-02-25

Lot#: LHG-190225
",,
R1202,LactoSpore® (Bacillus coagulans) 100B (1201),0.318,kg,Stock Bin # D22,"ExpDate: 2023-04-30

Lot#: M200136
",,
R1209,Hops Flower Extract 4:1,0.20,kg,Stock Bin # D22,"ExpDate: 2024-05-26

Lot#: 20-08-117
",,
R1259,Magnesium Taurate (8% Magnesium),2.034,kg,Stock Bin # D22,"ExpDate: 2023-10-22

Lot#: T20201026
",,
R1278,Vitamin K2 (as Menaquinone-7) (MK-7) (MenaQ7®),0.23,kg,Stock Bin # D22,"ExpDate: 2023-02-28

Lot#: WM/MQ7/1000P/XTL/2011
",,
R156,Bee Pollen Extract 4:1,0.112,kg,Stock Bin # D22,"ExpDate: 2022-08-01

Lot#: BP-19-11-185-B
",,
R168,Borage Extract 4:1,0.33,kg,Stock Bin # D22,"ExpDate: 2022-07-30

Lot#: N20259
",,
R234,Raspberry Ketones 99%,0.228,kg,Stock Bin # D22,"ExpDate: 2022-01-23

Lot#: RK200187
",,
R235,Melatonin,0.128,kg,Stock Bin # D22,"ExpDate: 2022-03-11

Lot#: 19082213
",,
R235,Melatonin,1.30,kg,Stock Bin # D22,"ExpDate: 2022-06-30

Lot#: SBS-S090642
",,
R277,Bladderwrack Powder,1.298,kg,Stock Bin # D22,"ExpDate: 2023-02-28

Lot#: 20-04-061
",,
R331,Betaine HCl,0.032,kg,Stock Bin # D22,"ExpDate: 2022-03-25

Lot#: 20200723-06
",,
R336,Grapefruit Extract 4:1,0.644,kg,Stock Bin # D22,"ExpDate: 2022-03-30

Lot#: CPGE/20-03-047-B
",,
R386,Pygeum Africanum Extract 4:1,5.00,kg,Stock Bin # D22,"ExpDate: 2023-02-05

Lot#: CTGM-C-A002084
",,
R501,Nettle Root Extract 4:1,0.414,kg,Stock Bin # D22,"ExpDate: 2022-12-31

Lot#: 20-03-036
",,
R551,Apple Cider Vinegar Powder,7.495,kg,Stock Bin # D22,"ExpDate: 2022-04-01

Lot#: SB19-H050741
",,
R580,Cetyl Myristoleate 20% (CMO),0.406,kg,Stock Bin # D22,"ExpDate: 2023-05-01

Lot#: NJSD334315
",,
R602,Cauliflower Powder,0.562,kg,Stock Bin # D22,"ExpDate: 2022-12-30

Lot#: 19-12-204
",,
R635,Ionic Trace Minerals,9.398,kg,Stock Bin # D22,"ExpDate: 2024-08-01

Lot#: 704820
",,
R637,Calcium Peroxide,7.10,kg,Stock Bin # D22,"ExpDate: 2023-07-01

Lot#: 2001080
",,
R637,Calcium Peroxide,11.70,kg,Stock Bin # D22,"ExpDate: 2023-07-31

Lot#: 7301801261
",,
R641,Broccoli Extract 10:1,0.564,kg,Stock Bin # D22,"ExpDate: 2022-04-30

Lot#: 20-03-051
",,
R673,Asparagus Powder,0.583,kg,Stock Bin # D22,"ExpDate: 2022-10-30

Lot#: ASP/20-01-019
",,
R684,Sunflower Oil Powder 70%,0.052,kg,Stock Bin # D22,"ExpDate: 2022-05-18

Lot#: CONN25134
",,
R710,Ginger Root Powder,371.80,kg,Stock Bin # D22,"ExpDate: 2024-07-31

Lot#: CSJ-A-802481
",,
R713,Triacetin,1.00,kg,Stock Bin # D22,"ExpDate: 2022-02-01

Lot#: MKCC5661
",,
R772,Horny Goat Weed (Epimedium) Extract 20% Icariins,4.545,kg,Stock Bin # D22,"ExpDate: 2022-03-01

Lot#: 20170302
",,
R795,AstraGin,0.762,kg,Stock Bin # D22,"ExpDate: 2022-04-22

Lot#: C20190412
",,
R938,SAM-e (S-Adenosyl Methionine Tosylate Disulfate),4.86,kg,Stock Bin # D22,"ExpDate: 2022-06-14

Lot#: C200602
",,
R938,SAM-e (S-Adenosyl Methionine Tosylate Disulfate),0.17,kg,Stock Bin # D22,"ExpDate: 2022-03-31

Lot#: C200401
",,
